year,week,team_1,team_1_score,team_1_proj,team_1_result,team_2,team_2_score,team_2_proj,team_2_result
2023,4,Abhi,129.26,128.88,Win,Saxon,81.62,116.51,Loss
2023,4,James,160.80,114.11,Win,Korben,146.08,116.81,Loss
2023,4,Justice,126.38,109.58,Loss,Ryan,150.14,120.38,Win
2023,4,Weston,104.28,112.69,Loss,Ben,147.52,124.92,Win
2023,4,Houston,72.78,116.99,Loss,Davis,90.24,103.78,Win
2023,4,Brayden,168.34,114.77,Win,Rhett,124.00,112.32,Loss
2023,5,Abhi,114.86,130.26,Win,Weston,92.12,100.66,Loss
2023,5,James,188.46,115.85,Win,Saxon,88.94,116.66,Loss
2023,5,Justice,180.78,109.97,Win,Ben,120.48,114.18,Loss
2023,5,Houston,120.62,109.19,Loss,Korben,131.22,116.15,Win
2023,5,Brayden,124.76,127.77,Win,Ryan,118.84,118.96,Loss
2023,5,Davis,52.18,90.10,Loss,Rhett,148.24,110.41,Win
2023,6,Abhi,106.90,125.14,Win,Davis,72.20,107.15,Loss
2023,6,James,125.36,120.88,Win,Ben,96.40,122.03,Loss
2023,6,Justice,90.54,118.66,Loss,Houston,128.18,112.65,Win
2023,6,Weston,107.28,121.85,Loss,Brayden,120.42,134.22,Win
2023,6,Korben,111.24,124.73,Loss,Ryan,138.62,126.67,Win
2023,6,Saxon,104.44,113.34,Loss,Rhett,138.52,115.80,Win
2023,7,Abhi,129.06,116.33,Win,Ben,118.48,115.67,Loss
2023,7,James,136.40,115.77,Loss,Ryan,174.08,117.26,Win
2023,7,Justice,109.54,104.15,Win,Weston,87.96,108.53,Loss
2023,7,Houston,92.64,112.49,Win,Rhett,69.26,117.42,Loss
2023,7,Brayden,101.66,121.17,Loss,Saxon,116.06,109.00,Win
2023,7,Korben,136.00,112.79,Win,Davis,112.50,94.19,Loss
2023,8,Abhi,162.26,120.71,Loss,Justice,173.58,123.03,Win
2023,8,James,152.66,119.95,Win,Rhett,98.88,118.98,Loss
2023,8,Weston,110.96,115.95,Loss,Houston,130.46,118.49,Win
2023,8,Ben,133.72,115.29,Win,Davis,133.22,100.26,Loss
2023,8,Brayden,127.40,127.41,Loss,Korben,172.92,128.75,Win
2023,8,Ryan,115.78,128.80,Win,Saxon,94.30,117.73,Loss
2023,9,Abhi,113.18,124.02,Loss,James,114.62,112.42,Win
2023,9,Justice,91.18,106.97,Loss,Brayden,91.60,101.34,Win
2023,9,Weston,83.28,96.78,Loss,Korben,150.64,113.86,Win
2023,9,Ben,136.94,117.99,Win,Rhett,125.94,111.57,Loss
2023,9,Houston,109.34,109.90,Loss,Saxon,128.44,109.90,Win
2023,9,Davis,136.86,92.59,Win,Ryan,116.18,116.65,Loss
2023,10,Abhi,111.02,112.08,Win,Ryan,83.92,106.56,Loss
2023,10,James,128.08,110.14,Win,Brayden,127.64,110.59,Loss
2023,10,Justice,120.40,116.34,Win,Saxon,89.00,106.64,Loss
2023,10,Weston,163.44,108.80,Loss,Davis,177.96,111.60,Win
2023,10,Ben,112.84,113.47,Win,Houston,95.42,102.13,Loss
2023,10,Korben,175.82,123.16,Win,Rhett,152.18,124.93,Loss
2023,11,Abhi,90.10,112.88,Loss,Rhett,96.54,127.38,Win
2023,11,James,130.90,119.49,Loss,Davis,138.06,112.45,Win
2023,11,Justice,141.64,119.27,Win,Korben,129.00,123.07,Loss
2023,11,Weston,106.12,110.99,Win,Ryan,106.06,110.18,Loss
2023,11,Ben,107.34,115.31,Loss,Saxon,133.48,105.11,Win
2023,11,Houston,128.60,116.17,Win,Brayden,121.24,132.48,Loss
2023,12,Abhi,120.34,123.25,Loss,Brayden,165.96,130.99,Win
2023,12,James,151.06,116.84,Win,Justice,147.56,118.57,Loss
2023,12,Weston,121.28,106.27,Win,Rhett,113.86,124.06,Loss
2023,12,Ben,105.70,116.07,Loss,Korben,134.48,127.88,Win
2023,12,Houston,105.12,113.54,Loss,Ryan,160.38,125.64,Win
2023,12,Davis,130.24,114.22,Win,Saxon,128.52,120.43,Loss
2023,13,Abhi,120.54,111.48,Win,Justice,108.24,117.68,Loss
2023,13,James,126.96,107.96,Win,Rhett,120.46,118.16,Loss
2023,13,Weston,82.62,101.38,Loss,Houston,127.30,110.69,Win
2023,13,Ben,106.56,86.01,Loss,Davis,175.96,110.39,Win
2023,13,Brayden,187.76,126.83,Win,Korben,172.68,121.73,Loss
2023,13,Ryan,102.80,88.74,Win,Saxon,95.40,117.20,Loss
2023,14,Abhi,91.18,127.36,Loss,Saxon,99.84,108.89,Win
2023,14,James,97.62,117.28,Loss,Korben,105.74,132.37,Win
2023,14,Justice,116.10,113.30,Loss,Ryan,153.54,121.23,Win
2023,14,Weston,136.82,111.28,Win,Ben,77.92,115.68,Loss
2023,14,Houston,113.70,106.79,Loss,Davis,145.74,116.27,Win
2023,14,Brayden,139.82,126.75,Win,Rhett,132.22,115.47,Loss
2023,15,Abhi,127.42,127.46,Loss,Brayden,163.64,130.66,Win
2023,15,James,110.56,125.08,Win,Davis,90.26,114.67,Loss
2023,15,Justice,151.08,113.70,Loss,Weston,154.72,106.31,Win
2023,15,Ben,89.86,112.34,Loss,Rhett,131.38,110.96,Win
2023,16,Abhi,102.54,124.27,Loss,Davis,108.82,109.23,Win
2023,16,James,131.28,119.40,Win,Ryan,117.78,122.59,Loss
2023,16,Justice,126.04,114.85,Win,Ben,88.20,108.97,Loss
2023,16,Weston,150.08,102.00,Win,Saxon,116.90,101.81,Loss
2023,16,Houston,108.02,108.62,Loss,Rhett,115.50,111.44,Win
2023,16,Brayden,155.40,134.29,Win,Korben,148.70,117.14,Loss
2023,17,James,132.16,120.31,Loss,Brayden,133.52,132.70,Win
2023,17,Weston,100.74,93.96,Loss,Rhett,111.50,102.00,Win
2023,17,Houston,102.42,109.90,Win,Saxon,71.10,110.03,Loss
2023,17,Korben,167.88,123.29,Win,Ryan,131.54,119.90,Loss
2024,1,Abhi,122.16,121.05,Loss,Justice,129.08,108.49,Win
2024,1,James,133.92,120.07,Win,Ben,88.74,118.34,Loss
2024,1,Weston,129.96,113.71,Win,Korben,107.88,116.02,Loss
2024,1,Houston,98.78,121.56,Win,Davis,86.26,119.45,Loss
2024,1,Brayden,125.54,122.25,Win,Saxon,100.04,115.47,Loss
2024,1,Ryan,146.62,117.73,Loss,Rhett,150.48,118.68,Win
2024,2,Abhi,183.52,122.18,Win,Ryan,137.58,119.75,Loss
2024,2,James,138.42,110.41,Win,Weston,119.62,118.18,Loss
2024,2,Justice,107.36,115.86,Win,Saxon,106.94,107.68,Loss
2024,2,Ben,133.26,118.60,Win,Davis,121.40,123.56,Loss
2024,2,Houston,105.68,118.85,Loss,Rhett,121.50,120.39,Win
2024,2,Brayden,98.28,122.14,Loss,Korben,152.52,123.99,Win
2024,3,Abhi,129.04,124.89,Win,Brayden,86.84,113.07,Loss
2024,3,James,104.64,113.31,Loss,Houston,142.42,106.78,Win
2024,3,Justice,176.92,128.34,Win,Rhett,169.78,111.90,Loss
2024,3,Weston,107.06,116.54,Loss,Saxon,113.58,109.20,Win
2024,3,Ben,117.48,120.43,Loss,Korben,150.48,116.13,Win
2024,3,Davis,90.20,121.49,Loss,Ryan,94.58,110.04,Win
2024,4,Abhi,100.14,119.56,Loss,Houston,162.66,108.67,Win
2024,4,James,103.22,98.33,Loss,Saxon,139.60,111.48,Win
2024,4,Justice,71.30,117.78,Loss,Davis,141.60,121.90,Win
2024,4,Weston,98.78,116.20,Loss,Rhett,121.60,117.01,Win
2024,4,Ben,109.82,115.02,Loss,Brayden,138.84,110.26,Win
2024,4,Korben,108.48,120.74,Loss,Ryan,121.64,103.58,Win
2024,5,Abhi,116.38,118.49,Loss,Ben,119.70,106.57,Win
2024,5,James,145.90,111.43,Win,Rhett,111.04,107.63,Loss
2024,5,Justice,131.80,101.07,Loss,Weston,177.38,108.85,Win
2024,5,Houston,84.60,100.85,Loss,Saxon,105.94,110.86,Win
2024,5,Brayden,133.48,111.81,Loss,Ryan,140.92,98.99,Win
2024,5,Korben,137.92,116.11,Win,Davis,129.04,119.02,Loss
2024,6,Abhi,139.92,115.70,Win,Rhett,138.02,117.46,Loss
2024,6,James,128.68,104.83,Win,Korben,71.46,104.26,Loss
2024,6,Justice,122.66,109.15,Win,Ben,108.78,99.03,Loss
2024,6,Weston,131.02,118.44,Win,Brayden,108.76,102.38,Loss
2024,6,Houston,143.30,115.29,Win,Ryan,116.02,108.82,Loss
2024,6,Davis,111.78,118.56,Loss,Saxon,123.60,108.90,Win
2024,7,Abhi,141.98,120.42,Win,Saxon,111.16,122.17,Loss
2024,7,James,102.26,122.37,Win,Ryan,101.14,115.57,Loss
2024,7,Justice,128.52,103.63,Win,Korben,111.84,127.25,Loss
2024,7,Weston,118.44,118.13,Win,Davis,100.24,117.97,Loss
2024,7,Ben,109.04,109.27,Loss,Houston,131.90,111.14,Win
2024,7,Brayden,90.10,106.48,Loss,Rhett,160.64,115.13,Win
2024,8,Abhi,147.28,117.00,Loss,Davis,157.50,120.22,Win
2024,8,James,142.06,118.17,Win,Brayden,111.14,100.96,Loss
2024,8,Justice,140.22,113.78,Win,Houston,91.80,115.94,Loss
2024,8,Weston,134.40,125.99,Loss,Ryan,148.76,104.14,Win
2024,8,Ben,113.46,114.52,Win,Saxon,105.08,111.49,Loss
2024,8,Korben,128.34,122.96,Win,Rhett,120.04,121.41,Loss
2024,9,Abhi,118.10,120.94,Loss,Korben,138.84,121.45,Win
2024,9,James,148.30,124.86,Loss,Justice,151.00,118.08,Win
2024,9,Weston,146.92,121.45,Win,Houston,105.46,114.12,Loss
2024,9,Ben,110.50,117.38,Loss,Ryan,136.60,115.03,Win
2024,9,Brayden,120.72,118.32,Win,Davis,115.54,120.59,Loss
2024,9,Saxon,186.84,115.90,Win,Rhett,116.04,110.74,Loss
2024,10,Abhi,108.00,122.19,Win,Justice,81.30,116.44,Loss
2024,10,James,132.28,126.28,Loss,Ben,147.12,118.09,Win
2024,10,Weston,192.02,112.87,Win,Korben,101.02,120.41,Loss
2024,10,Houston,88.46,110.84,Loss,Davis,96.56,105.23,Win
2024,10,Brayden,120.34,113.25,Win,Saxon,89.34,118.53,Loss
2024,10,Ryan,118.10,125.82,Loss,Rhett,122.90,122.23,Win
2024,11,Abhi,188.28,116.94,Win,James,86.18,123.20,Loss
2024,11,Justice,77.38,113.69,Loss,Ryan,115.88,118.46,Win
2024,11,Weston,199.44,121.33,Win,Ben,90.96,111.68,Loss
2024,11,Houston,177.58,104.77,Win,Brayden,101.84,109.98,Loss
2024,11,Korben,161.24,119.69,Win,Saxon,104.44,115.58,Loss
2024,11,Davis,121.98,119.18,Loss,Rhett,122.60,114.51,Win
2024,12,Abhi,142.02,118.32,Win,Weston,130.08,117.05,Loss
2024,12,James,110.26,107.20,Loss,Davis,153.42,118.20,Win
2024,12,Justice,100.32,100.08,Win,Brayden,93.12,115.48,Loss
2024,12,Ben,159.44,97.70,Loss,Rhett,165.76,118.90,Win
2024,12,Houston,115.16,104.41,Win,Korben,70.50,115.02,Loss
2024,12,Ryan,116.98,119.96,Loss,Saxon,145.46,117.23,Win
2024,13,Abhi,142.36,123.42,Win,Davis,94.68,122.46,Loss
2024,13,James,120.12,117.27,Loss,Brayden,125.40,114.33,Win
2024,13,Justice,141.52,115.67,Loss,Houston,142.44,113.77,Win
2024,13,Weston,197.36,128.67,Win,Ryan,109.08,119.19,Loss
2024,13,Ben,154.04,113.35,Win,Saxon,119.94,124.74,Loss
2024,13,Korben,127.44,120.21,Win,Rhett,119.84,117.32,Loss
2024,14,Abhi,146.82,120.53,Win,Houston,115.22,104.17,Loss
2024,14,James,96.52,125.18,Loss,Saxon,130.74,98.74,Win
2024,14,Justice,193.08,118.60,Win,Davis,112.02,105.91,Loss
2024,14,Weston,162.16,125.48,Win,Rhett,122.12,117.99,Loss
2024,14,Ben,128.46,114.90,Loss,Brayden,202.68,116.26,Win
2024,14,Korben,144.96,114.90,Win,Ryan,117.94,110.41,Loss
2024,15,Abhi,153.00,127.09,Win,Saxon,114.66,127.92,Loss
2024,15,Justice,145.58,114.88,Win,Rhett,116.96,123.25,Loss
2024,15,Houston,168.86,115.05,Win,Korben,113.34,123.33,Loss
2024,16,Abhi,168.52,127.00,Win,Justice,121.56,120.61,Loss
2024,16,Weston,130.98,135.72,Loss,Houston,140.80,110.32,Win
2024,16,Saxon,150.30,115.99,Loss,Rhett,165.78,121.32,Win
2024,17,Abhi,149.26,129.51,Loss,Houston,169.42,119.18,Win
2024,17,Justice,144.78,126.16,Loss,Weston,173.38,130.75,Win
2024,17,Korben,131.58,122.12,Loss,Rhett,140.12,124.13,Win
2025,1,Abhi,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,1,Davis,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,1,Ben,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,1,Weston,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,1,Brayden,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,1,Justice,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,2,Abhi,0.00,0.00,Tie,Weston,0.00,0.00,Tie
2025,2,Davis,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,2,Ben,0.00,0.00,Tie,Justice,0.00,0.00,Tie
2025,2,Brayden,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,2,Ryan,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,2,Houston,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,3,Abhi,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,3,Davis,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,3,Ben,0.00,0.00,Tie,Brayden,0.00,0.00,Tie
2025,3,Weston,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,3,Justice,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,3,Houston,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,4,Abhi,0.00,0.00,Tie,Ben,0.00,0.00,Tie
2025,4,Davis,0.00,0.00,Tie,Brayden,0.00,0.00,Tie
2025,4,Weston,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,4,Justice,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,4,James,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,4,Rhett,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,5,Abhi,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,5,Davis,0.00,0.00,Tie,Weston,0.00,0.00,Tie
2025,5,Ben,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,5,Brayden,0.00,0.00,Tie,Justice,0.00,0.00,Tie
2025,5,James,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,5,Ryan,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,6,Abhi,0.00,0.00,Tie,Brayden,0.00,0.00,Tie
2025,6,Davis,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,6,Ben,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,6,Weston,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,6,Justice,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,6,Ryan,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,7,Abhi,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,7,Davis,0.00,0.00,Tie,Justice,0.00,0.00,Tie
2025,7,Ben,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,7,Weston,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,7,Brayden,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,7,Houston,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,8,Abhi,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,8,Davis,0.00,0.00,Tie,Ben,0.00,0.00,Tie
2025,8,Weston,0.00,0.00,Tie,Brayden,0.00,0.00,Tie
2025,8,Justice,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,8,James,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,8,Korben,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,9,Abhi,0.00,0.00,Tie,Davis,0.00,0.00,Tie
2025,9,Ben,0.00,0.00,Tie,Weston,0.00,0.00,Tie
2025,9,Brayden,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,9,Justice,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,9,James,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,9,Ryan,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,10,Abhi,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,10,Davis,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,10,Ben,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,10,Weston,0.00,0.00,Tie,Justice,0.00,0.00,Tie
2025,10,Brayden,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,10,Korben,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,11,Abhi,0.00,0.00,Tie,Justice,0.00,0.00,Tie
2025,11,Davis,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,11,Ben,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,11,Weston,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,11,Brayden,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,11,James,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,12,Abhi,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,12,Davis,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,12,Ben,0.00,0.00,Tie,Houston,0.00,0.00,Tie
2025,12,Weston,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,12,Brayden,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,12,Justice,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,13,Abhi,0.00,0.00,Tie,Weston,0.00,0.00,Tie
2025,13,Davis,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
2025,13,Ben,0.00,0.00,Tie,Justice,0.00,0.00,Tie
2025,13,Brayden,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,13,Ryan,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,13,Houston,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,14,Abhi,0.00,0.00,Tie,James,0.00,0.00,Tie
2025,14,Davis,0.00,0.00,Tie,Korben,0.00,0.00,Tie
2025,14,Ben,0.00,0.00,Tie,Brayden,0.00,0.00,Tie
2025,14,Weston,0.00,0.00,Tie,Rhett,0.00,0.00,Tie
2025,14,Justice,0.00,0.00,Tie,Ryan,0.00,0.00,Tie
2025,14,Houston,0.00,0.00,Tie,Saxon,0.00,0.00,Tie
